,title,totalpage,nickname,comment
1109,以后的投降可以看出来是谁没点了？？ 可以看到英雄的头像，这功能,2,,屏蔽队友
1110,以后的投降可以看出来是谁没点了？？ 可以看到英雄的头像，这功能,2,汗一个886,不投的还有一种 15想投队友不肯 队友20分钟发现被杀猪想投降 点否折磨队友的
1111,以后的投降可以看出来是谁没点了？？ 可以看到英雄的头像，这功能,2,小号177,手游找内部人员，稳定扶持，有意者+V：lilala147
1112,我很喜欢theshy，但我怀疑他打假赛,7,nlh,奎因确实**
1113,我很喜欢theshy，但我怀疑他打假赛,7,金皮咔,没假赛你以为俱乐部的钱是大风刮来的
1114,我很喜欢theshy，但我怀疑他打假赛,7,-z,怎么敢骂你爹的啊？你爹逆风了就跟团冲了你爹是吧只要有热度就能冲！
1115,我很喜欢theshy，但我怀疑他打假赛,7,kmsa134,18年ts就看出来了，他有能力，把比赛当游戏玩，但是时代变了呀有心态是好滴
1116,我很喜欢theshy，但我怀疑他打假赛,7,Lion,别吃 别吃 别吃
1117,我很喜欢theshy，但我怀疑他打假赛,7,韩寒御用枪手,不上去点人打出血量等这个芮尔开团吗？大优势早开早赢了，等了一整场，等来了霞四件套，芮尔去开团了，还是高地前，还是技能全交控了霞一个人一秒钟
1118,我很喜欢theshy，但我怀疑他打假赛,7,我没有笑,优势一条龙没有，这不离谱吗？
1119,我很喜欢theshy，但我怀疑他打假赛,7,老八,不是假赛，但是他不菜
1120,我很喜欢theshy，但我怀疑他打假赛,7,吗吉呀吧库嘞,最后这波说真的跟他关系真不大，辅助开错了，不能开的好吧，被霞直接拉一堆人，肯定输
1121,我很喜欢theshy，但我怀疑他打假赛,7,云鹤九霄,晒哥就是太喜欢浪了，不然怎么说是世界第一好抓
1122,我很喜欢theshy，但我怀疑他打假赛,7,其实我想用实名,这队伍没了宁王啥也不是！！！IG上单打的好全靠宁王无脑蹲！真是，啥也不是！
1123,我很喜欢theshy，但我怀疑他打假赛,7,下次咩你,奎因看到鳄鱼就e然后被鳄鱼反打这个画面好熟悉。
1124,我很喜欢theshy，但我怀疑他打假赛,7,青青子衿,别打假赛了，你去看看他韩服排位吧，盘盘被打穿，有几次碰见bin被打成0-21 0-25 0-32
1125,我很喜欢theshy，但我怀疑他打假赛,7,nlh,奎因确实**
1126,我很喜欢theshy，但我怀疑他打假赛,7,金皮咔,没假赛你以为俱乐部的钱是大风刮来的
1127,我很喜欢theshy，但我怀疑他打假赛,7,-z,怎么敢骂你爹的啊？你爹逆风了就跟团冲了你爹是吧只要有热度就能冲！
1128,我很喜欢theshy，但我怀疑他打假赛,7,kmsa134,18年ts就看出来了，他有能力，把比赛当游戏玩，但是时代变了呀有心态是好滴
1129,我很喜欢theshy，但我怀疑他打假赛,7,Lion,别吃 别吃 别吃
1130,我很喜欢theshy，但我怀疑他打假赛,7,韩寒御用枪手,不上去点人打出血量等这个芮尔开团吗？大优势早开早赢了，等了一整场，等来了霞四件套，芮尔去开团了，还是高地前，还是技能全交控了霞一个人一秒钟
1131,我很喜欢theshy，但我怀疑他打假赛,7,我没有笑,优势一条龙没有，这不离谱吗？
1132,我很喜欢theshy，但我怀疑他打假赛,7,老八,不是假赛，但是他不菜
1133,看到了吗，14级的卡兹克被12级的沃里克追着打，该选什么不用,1,你要开心呀,看到了吗，14级的卡兹克被12级的沃里克追着打，该选什么不用我教了吧?
1134,看到了吗，14级的卡兹克被12级的沃里克追着打，该选什么不用,1,小诗乃,逆天，狼人又不会跑，这不先杀塞纳。
1135,看到了吗，14级的卡兹克被12级的沃里克追着打，该选什么不用,1,真是怠惰呢-,没看见后面有队友？不跑才是nt
1136,看到了吗，14级的卡兹克被12级的沃里克追着打，该选什么不用,1,TimePoison,草食性打野不都是这样？
1137,有一起打游戏的吗,1,路飞先生,"有一起打游戏的吗
点击展开，查看完整图片"
1138,好家伙，shy哥还搁这做生意呢？边开玩笑边赚差价,1,读着书去旅行,不可评论
1139,好家伙，shy哥还搁这做生意呢？边开玩笑边赚差价,1,诣11,怎么感觉第二波那里可以单杀 如果杰斯没闪的话
1140,这视野卡的整得跟开了透视似的,2,Thetru,这视野卡的整得跟开了透视似的
1141,这视野卡的整得跟开了透视似的,2,大马哈鱼童鞋,瞎子那个算是常识了，其他确实挺猛的
1142,这视野卡的整得跟开了透视似的,2,难逃世间月色-,太牛了
1143,这视野卡的整得跟开了透视似的,2,叫啥呢jj,这卡视野也太强了
1144,这视野卡的整得跟开了透视似的,2,梅棂,不愧是打职业的。
1145,这视野卡的整得跟开了透视似的,2,鼠人本鼠,我先来:这不有手就行？
1146,这视野卡的整得跟开了透视似的,2,帝林,农批沉默
1147,这视野卡的整得跟开了透视似的,2,暴躁老哥,农批:这不是bug这不是bug这不是bgu？
1148,这视野卡的整得跟开了透视似的,2,古文字学,我的天，这是多少场训练赛分析试验出来的，估计全图都被研究透了。
1149,这视野卡的整得跟开了透视似的,2,哇喔i,貌似有看过一期有个视频介绍地板纹路就是界限的，但是具体忘了
1150,这视野卡的整得跟开了透视似的,2,多啦鄂梦,以前玩dota表示卡视野是基本操作，现在玩lol成了高级操作了。
1151,这视野卡的整得跟开了透视似的,2,真的银铃乱,这就是普通玩家和职业玩家的区别了
1152,这视野卡的整得跟开了透视似的,2,powerboom,瞎子那里可以走过去吗
1153,这视野卡的整得跟开了透视似的,2,睇你六七,基本操作，下一个
1154,这视野卡的整得跟开了透视似的,2,小姚儿放荡不羁,不是挂，是小代
1155,这视野卡的整得跟开了透视似的,2,来碗人间烟火,没有看见什么都说摆拍嘛
1156,这视野卡的整得跟开了透视似的,2,天枰扬扬潇洒,哪里有全图透视，我也想开
1157,这视野卡的整得跟开了透视似的,2,路过really,宁！
1158,这视野卡的整得跟开了透视似的,2,3688,天风证券股票开户 开户不需要任何费用 3分钟时间可以完成 只要5个 开一个30块 想做的速度加V18672106426 开户了还可以打新债不懂可以百度 打新债0成本 只要5个
1159,这视野卡的整得跟开了透视似的,2,沐轩先生,lol视野上是有些不太好的地方，一些边际视野实际上只是动画打光，在视觉上形成欺骗，对游戏对局有一定影响
1160,电竞选手来了 冲冲冲,1,辰淮,峡谷我又回来了 电1 2 9单双排 云顶排位dd 最近高强度在线 d个好友 心态好的 段位没什么要求 #英雄联盟#
1161,电竞选手来了 冲冲冲,1,辰淮,不要嘲笑我的贴吧水印昵称 初中年轻不懂事^_^ 老贴吧用户了
1162,谁有卡莎至臻 第一代那个,1,Kkai,那皮肤咋了
1163,谁有卡莎至臻 第一代那个,1,东庭撖竣,"一个不够，得俩
点击展开，查看完整图片"
1164,为什么2021年了，上不去分还那么多借口呢？,30,QQ小冰,"核心观点，排位场次越多，你的段位就越符合你的实力。比如20场黄金的话暂时无法确定你的实力，但是200场黄金，那你现在就是黄金的水平了。以后500场时候白金了，是说明你在黄金打得多了，实力在逐渐提升，以后开窍了也许还能上钻石。不存在系统平衡胜率，看你C给你安排蠢队友这种事，黄金白金的游戏理解就处于会玩不会赢的阶段，尽力局svp多很正常。白银及以下是根本不会玩，多数白银选手点天赋都靠一键配置，让他自己点他是点不明白的。
第二点说下态度问题，提前回复一下“没时间打排位，偶尔娱乐只玩匹配大乱斗云顶，上个黄金领个赛季皮肤就不打了。”你想怎么玩是你的自由，尊重你的玩法，也请你尊重这个游戏。排位目的就是上分，你不上分那么以路人视角看看就行，别乱带节奏。"
1165,为什么2021年了，上不去分还那么多借口呢？,30,QQ小冰,"我最服的就是这种
拿了几把mvp之后，系统就给我安排蠢队友让我输。系统平衡胜率。
不存在这种说法，胜率50%说明你的实力和当前段位差不多。峡谷之巅的王者们也是50%胜率，因为其余9个人也是王者，他自己并不能影响大局。
如果你的实力远远超出当前段位，你4个队友都是1战力，你是3。对面5个人1战力，你家7打5是有额外两成胜算的。
附一个前几天打的黄金到白金"
1166,为什么2021年了，上不去分还那么多借口呢？,30,QQ小冰,自己打自己号也就50%胜率，因为其余9个人跟我差不多，C不动，该混时候也得混。
1167,为什么2021年了，上不去分还那么多借口呢？,30,QQ小冰,"为什么说黄白金是会玩不会赢，我自己体验的这分段经典场面
紫队两人大优势，25分钟左右去对面野区刷野，遇到人就打，结果对面是5个人。2打5被打死，送了两个终结赏金。蓝队5个人去开大龙，紫队3个人去阻止，3人没优势，打5个被轻松团灭，加上一条大龙。然后蓝队5人回城顺势报团推塔，紫队一开始死的两个人复活了去守塔，但这个时候已经没优势了，2守5直接融化，蓝队推到门牙时紫队三个人又活了出来守。守得住么？
25分钟的优势，2分50秒就送输了。"
1168,为什么2021年了，上不去分还那么多借口呢？,30,QQ小冰,还有一种人，队友优势他就以为能赢了，玩的很放松。等快输的时候，着急也没用了
1169,为什么2021年了，上不去分还那么多借口呢？,30,等到冬天过后,连赢多了，大概率队友和自己都会变成补位..
1170,为什么2021年了，上不去分还那么多借口呢？,30,华小丽,但是现在黄金局里10把里有7-8把有人20几杠几，打得有来有回的局真的很少
1171,为什么2021年了，上不去分还那么多借口呢？,30,无言不雠,"今天一上来7连败，下路没有一局优势过，对厉害的对面15分钟四个大件加鞋子。
7场场场10分钟差对面最少15个人头，你可能是腾讯的游戏运营吧"
1172,为什么2021年了，上不去分还那么多借口呢？,30,Zera,"定级黄金二开始打 到钻石250把 单排的过程真的一言难尽 我在黄金白金也遭遇过连跪 期间无数次想过放弃因为真的输了很多很多被坑输的局
点击展开，查看完整图片"
1173,为什么2021年了，上不去分还那么多借口呢？,30,一只恨啊丶,最近人家出个蜜蜂宝典 出个福星计划，一堆人在那冲给我整笑了，人家卖卖东西成了一堆人上不去分的借口
1174,为什么2021年了，上不去分还那么多借口呢？,30,叫我烟囱就好,大佬又lol冲分又dnf的，肝不疼吗
1175,为什么2021年了，上不去分还那么多借口呢？,30,你老汉诶吃稀饭,连胜场一多，必定猪队友，黄铜段都是这样
1176,为什么2021年了，上不去分还那么多借口呢？,30,neshhu,懂了，打野是爹，难怪代练多豹女/圣僧，不见别的位置能把段位“代”上去。
1177,为什么2021年了，上不去分还那么多借口呢？,30,琥珀683,确实 我虽然 LOL很菜 ，但是我很认同你的观点。你做不到的不代表别人做不到。不要拿你白银的游戏理解，去评论人家 钻石王者的游戏理解。比你菜的在努力变强，比你强的还在努力变强。没有天赋的，在辛苦练习，天赋出众的，比你更努力。只有那些自以为是的菜鸡，一直在叫嚣游戏的不公，社会的不公。
1178,为什么2021年了，上不去分还那么多借口呢？,30,千纸鹤风里飞,想上分的话，无论技术到哪一步，排位场次先要堆起来，就一天一两局的话，不太够
1179,为什么2021年了，上不去分还那么多借口呢？,30,孤城闭,还好吧，他们的说法也不错，偶尔是看运气特别晋级赛的时候，但如果有实力肯定是能上去的，虽然我只是个钻2仔
1180,为什么2021年了，上不去分还那么多借口呢？,30,至尊剑皇半步王,比尔吉沃特的玩家玩出理解了
1181,为什么2021年了，上不去分还那么多借口呢？,30,至尊剑皇半步王,比尔吉沃特的钻石水平跟电一黄金水平差不多
1182,为什么2021年了，上不去分还那么多借口呢？,30,你这么,没人抓他，自己原地爆炸送穿，不参团，单带硬送，帮了几次给头给钱，打不出作用，不帮直接提前结束，还一直指指点点搞队友心态，对面但凡是五个正常人，你有办法赢？
1183,为什么2021年了，上不去分还那么多借口呢？,30,24K纯帅他跌,"我承认自己确实很菜，但是系统安排是真的存在的。有时候瞎混混都能赢，有时候下路把对面打穿也会输，但是特点是输赢都是连着来的，而且还有周期。
点击展开，查看完整图片

点击展开，查看完整图片"
1184,为什么2021年了，上不去分还那么多借口呢？,30,霸王之眼,我玩AD，开始能碰到选人正常的队友和辅助，我也能把把MVP；连胜十几盘后，开始：上单寒冰、打野寒冰、辅助诺手、辅助杰斯、中单小炮、中单女警…等。这又是怎么回事呢？
1185,为什么2021年了，上不去分还那么多借口呢？,30,丶丶Darker,我连胜七八局之后连续两把遇到挂机的怎么说？不是系统搞我？有一把还四打五嬴了
1186,为什么2021年了，上不去分还那么多借口呢？,30,QQ小冰,"怎么还有提外服的。。。同志们啊，是因为峡谷之巅的账号不懂中文没法申请，所以外服选手没办法来峡谷之巅，国服选手只能跑去打外服。
以前电一是最大区的时候，外服知名选手很多的。"
1187,为什么2021年了，上不去分还那么多借口呢？,30,倾城掩饰,黑鸦还有两天 没空打lol
1188,为什么2021年了，上不去分还那么多借口呢？,30,大爹竟是自己,老号是很难上分的。懂的都懂，新号是最容易上分的
1189,为什么2021年了，上不去分还那么多借口呢？,30,槟榔怪宝宝,"你说的这种情况属实，可是并不是全部


简单点说，炸鱼这种，看数据是看不出东西的，也可以看出东西，一个胜率50左右的，一个英雄胜率2-30的，然后MVP数据好的一批，你觉得是什么情况？


这种事碰的少么？炸鱼或者DL这种现象普遍存在，一个不符合此段位的玩家影响的是9个玩家，一个影响9个，10个100个呢？碰到这种跟他对线的还要背锅？


在说匹配机制，匹配机制绝对不是统一胜率的匹配，比如说你80%胜率配的绝对不是都是80%左右胜率的对手或者队友，而是双方胜率相对扯平的一个整体胜率，这样最大可能碰到DL或者炸鱼的一样


一条线对线虽然都是一个段位，可是胜率一个60%一个30%你觉得平衡吗？这算上不去分的理由吗？这样你可能可以反驳，试问一个80%胜率的ad配一个30%胜率的辅助和一个80%胜率的辅助配个30%的ad你选哪一个？？？？？（虽然数据夸张，可是这样的情况很常见）


这也就是上面那些说的匹配的蠢队友，确实大把，机制就是这样，你还非要否定




我技术不高，段位不高，打的多，对线大概估计对方段位还是可以的，看看战绩什么大概就知道什么行情，只能说自己水平有限，可是这机制绝对是最大的问题，不是怕输，是觉得游戏没有体验感，懂否？


这种扯平胜率的匹配机制不改，混子大把的，不就是看运气么？


那种看见类似豹女蜘蛛打野就懂的帖子你懂的，按个TAB看下英雄胜率，然后技术报表的你懂的


反驳你所谓上不去分的理由很简单，10个人的游戏非要一己之力那才叫上分，那不过叫虐菜而已，你本身就不是这个分段，上什么分？


现在的游戏环境匹配机制，为什么很多人点15？没有游戏体验而已！意思很明白"
1190,为什么2021年了，上不去分还那么多借口呢？,30,槟榔怪宝宝,"什么算上分？


估计你都没明白，上赛季你是白金，新赛季定位黄金打到白金你觉得这叫上分？


在原段位踏步叫上分？


有意思嘛？


越是低段位我上面说的情况越多，至于你说上分就是恢复到上赛季的分段叫上分那算了当我没说


当你恢复上赛季段位还能像爬回原来段位那样顺分顺水上分在说，你也会抱怨猪一样的对手神一样的对手


段位越高NC相对越少，至少会把分看的重点，低段位各种奇葩无所谓，这也就是所谓的运气


打低几个段位的虐菜局当上分真有你的"
1191,为什么2021年了，上不去分还那么多借口呢？,30,hhhzjsn,lz钻石单排ad从低段开始打的话能像打野这样一路mvp吗，感觉有时辅助问题太大真的难玩
1192,为什么2021年了，上不去分还那么多借口呢？,30,龙胆花梓称,我白银上不了黄金不是我菜，是被🐷👃队友和对面的大爹拦着了，白银的人不会打逆风不会运营，崩了难翻，不会克制使得对面的爹无解。菜垃圾心态不好的掉不下去，污染环境。有点实力的被🐷👃和炸鱼代练克制胜率了，上不去下不来的这个分段犹如癌症晚期，又不是人人能1v9，又不是人人带狗双排。打不过我不会退坑或者找dl？反复循环游戏环境就烂了
1193,为什么2021年了，上不去分还那么多借口呢？,30,槟榔怪宝宝,"17年入坑，同事小伙子帮我打到双白金，自己接手，一直是双段位黄金白金


所以你跟我说上不去分是实力，这个肯定是大部分因素，可是作为一个大龄辅助（虽然其他位置我都可以玩），我说实话上不去分的因素大部分是队友是机制造成的，一部分是炸鱼DL造成的。


游戏开始按下TAB就知道这局的水有多深，对个线就知道对面是否这个段位，排除这些因素上分还是没问题，这些只是个过程


可是今年排位变了，这也就是我要说的，上一局+20这一局+13+14，输了这一局-12下局可能-20，这是隐藏分机制？玩了这么多年，今年的积分加减完全就是个迷


然后上面这些因素你会发现更多的人上分会更加的困难，除非你本身就脱离这个段位，所以也不存在你说的上不去分，可是一旦达到你的本身段位你就会发现我说的这个积分机制什么玩意"
1194,为什么2021年了，上不去分还那么多借口呢？,30,QQ小冰,"顺便说个小技巧
中期，你的某个队友突然开始梦游，白送一波。这时你可以退出游戏 重新连接。他会以为你掉线了，会有紧张感，就不浪了。
对自己弹琴水平有自信的话可以发起投降申请互动，也许会骂几句，但是不耽误玩，反而更容易赢。"
1195,为什么2021年了，上不去分还那么多借口呢？,30,O野蛮的花菜,几百场还上不去分就是菜，没什么好说的
1196,为什么2021年了，上不去分还那么多借口呢？,30,Ice丶qiu,elo匹配机制绝对是恶心的，但是足够的场次段位说明一切。同样500场都是新号能上钻的就是比卡在白金的强
1197,为什么2021年了，上不去分还那么多借口呢？,30,Taysw,我是黑色玫瑰 上赛季150 70胜率钻石 这赛季一直40几的胜率 每把都有小代在对面 我这边却是本地人 还有各种乱玩的特别不爽
1198,为什么2021年了，上不去分还那么多借口呢？,30,QQ小冰,上首页了啊
1199,为什么2021年了，上不去分还那么多借口呢？,30,新手在此,我300场57胜率黄金1怎么算。我好久没玩了这赛季回来玩，定级青铜1。在白银挣扎了200场。不过我现在开始练英雄剑魔接近65胜率练纳尔瑞文青钢影，我隐藏分低在黄金赢一把12分输一把16加。
1200,为什么2021年了，上不去分还那么多借口呢？,30,闹挺大,我铂金二晋级赛的时候我下路大优势，推完下路塔直接去中伤抓人带节奏，把快崩盘的上野盘活，然后20分钟优势ping大龙让他们跟着直接打，结果他们硬装去对面野区送了个大爹诺手，三件装备带着辅助打团硬把双c冲了然后被一波，那是不是因为我太菜了不能一打五啊
1201,为什么2021年了，上不去分还那么多借口呢？,30,leislin丶,"告诉我 下路寒冰光辉双治疗对面ad23 5怎么赢 怎么赢
点击展开，查看完整图片"
1202,为什么2021年了，上不去分还那么多借口呢？,30,Mr拇指,？？？？我用移动网玩两百局是白银就说明我的技术只能是白银了吗
1203,为什么2021年了，上不去分还那么多借口呢？,30,,你要不直接来试试我的号吧，白金现在40%胜率，上赛季钻3，我不但自己打不上去，找了两个代练了，都打不上去，把把icu大乱斗
1204,为什么2021年了，上不去分还那么多借口呢？,30,辣椒煮辣椒,这些人就是菜，我一个钻一打野，打钻四局都能大概率C，也不知道他们哪来这么多借口
1205,为什么2021年了，上不去分还那么多借口呢？,30,琉璃酱,从黑铁连胜12场到黄铜，不知道出来些什么队友，我玩个男刀把墙都翻烂了没把他们帮起来，最后ad出来个大爹二十几/几的给我揍穿，已经3局都是这样了
1206,为什么2021年了，上不去分还那么多借口呢？,30,小心墓地有鬼,扯犊子，这游戏依然没了乐趣，几年不玩就给我定位赛10胜8定位到青铜5？
1207,为什么2021年了，上不去分还那么多借口呢？,30,leislin丶,"怎么赢
点击展开，查看完整图片

点击展开，查看完整图片

点击展开，查看完整图片

点击展开，查看完整图片"
1208,为什么2021年了，上不去分还那么多借口呢？,30,贴吧用户_QGJE9e1,低分段还有一个特点就是不会保人，都喜欢切对面adc，哪怕我方ad7/0敌方ad0/5也是一样。今天打了一局对面7/0螳螂我方3/0萝莉，我全程保着萝莉最后硬是翻盘了。。。。
1209,为什么2021年了，上不去分还那么多借口呢？,30,IA-,游戏拖
1210,为什么2021年了，上不去分还那么多借口呢？,30,IA-,"我随便打的白银局，来，请啊拖在不干涉对方的情况下赢下这局我看看
点击展开，查看完整图片"
1211,为什么2021年了，上不去分还那么多借口呢？,30,弹吉他的大叔,时间只会决定上分的速度，不会决定上分的高度，正常来说一两百把多把足够打到钻石了
1212,为什么2021年了，上不去分还那么多借口呢？,30,过了够了,连胜多了输几局正常要是一直上不去那分段只能说自身问题
1213,为什么2021年了，上不去分还那么多借口呢？,30,yybhz9,"安了吧我去年好好打，主玩上路，线上基本压制力是有的，二三人头+二三十刀优势是常态，然后给我的队友都是莫名其妙崩了的
今年我悟了，随便瞎玩，死十几次是家常便饭，然后发现不算以前晋级赛就和去年差了一个段位几十分而已
虽然我玩的坑，但是有大腿啊，有一局玩的下路，心态崩了，好家伙那局中野大爹我单机就行"
1214,为什么2021年了，上不去分还那么多借口呢？,30,yybhz9,我一直认为运气不能影响大段位，但是小段就是运气问题，就像我这样乱玩，和去年相比就差了几十分，输多了总有大爹带你飞，连赢上去以后大家都菜的不像本段位玩家，就这么个样子
1215,为什么2021年了，上不去分还那么多借口呢？,30,还有个屁,季前赛80把60胜率，赢一把13输一把17
1216,为什么2021年了，上不去分还那么多借口呢？,30,疯狂的克格莫,以前打排位是排位，现在打排位当匹配玩。代练上来的多 ，买号的多，租号的多
1217,为什么2021年了，上不去分还那么多借口呢？,30,虱子丶座,运气只是影响上分的速度，实力才是决定上分高度
1218,为什么2021年了，上不去分还那么多借口呢？,30,GOD麻薯企鹅,"其实我想问一下，我把把队友是孤儿，现在好了。从白金二打到白金四，我真的服了，最后这把把我打破防了，队友说船长发育英雄，选出来跟天使没区别，疯狂抓中下，15分钟永恩0/6，下路经典抓个寂寞被打穿，最经典的是，下路叼我上路船长4/4，我差点没缓过来，我就挺郁闷的，这中下野到底在干嘛，永恩对线打个卡特打不过。女警带个征服者在教我一个对线打点燃猴子打出优势船长做事，确实挺搞笑的
点击展开，查看完整图片

点击展开，查看完整图片"
1219,为什么2021年了，上不去分还那么多借口呢？,30,黑音酱,收藏一波，不懂了问楼主
1220,为什么2021年了，上不去分还那么多借口呢？,30,世界温柔以待,ad现状罢了
1221,为什么2021年了，上不去分还那么多借口呢？,30,傲世之兽,你怕不是没在TB接过补分号吧七百多把排位百分之42点多胜率的号，真尼玛想想就恶心。
1222,为什么2021年了，上不去分还那么多借口呢？,30,囧囧一2014,真的有点运气游戏的意思。灵活单排补位。大多数辅助。今天补了三把上单。两把诺手mvp切菜打白银一样全线优势。第三把鳄鱼纳尔。感觉跟打钻石一样，双方稳得一匹，发育到25分钟，有来有回。两边打野一直来。最后敌方中单艾克起飞
1223,为什么2021年了，上不去分还那么多借口呢？,30,Acid,楼主玩中单吗 想问问 黄金局中单怎么才能带起节奏
1224,为什么2021年了，上不去分还那么多借口呢？,30,出来面对我,去年轮椅妹刚出来的时候，连续6把有人选，中上辅轮流出现，全是臭🐔8暮刃，把把养爹
1225,为什么2021年了，上不去分还那么多借口呢？,30,她只酗酒不说话,不会一直运气好也不会运气一直差的，有实力早晚会上去的，一直上不去只能说菜
1226,为什么2021年了，上不去分还那么多借口呢？,30,QQ小冰,"简单介绍一下怎么扩大优势和什么时候该干什么吧。说完睡觉，明天想起来再补充。
以自己优势为前提，中期，二塔还在的情况下
公共资源＞抓人/打团＞辐射对面野区＞带线准备拆二塔＞杀对面劣势的人
公共资源里
远古龙＞龙魂＞大龙＞小龙＞河蟹。这个应该都懂，风龙魂看阵容可以优先考虑大龙。
确保安全的情况下辐射野区收益很大，就像你从别人兜里掏出来揣自己兜里。对面打野等级低，你家抢公共资源也简单一点。
注意：河蟹没有打团抓人重要"
1227,为什么2021年了，上不去分还那么多借口呢？,30,蜘蛛侠的世界,"真实案例啊，我刚刚打的黄金局
第一盘中路7分钟左右被对面单杀10次，实在没法给他兜底了，对面人都和中路混起来了，又因为中上双排，上路看到中路一直送，不敢发脾气，然后疯狂辱骂我们三个正常人，结果可想而知，光打字不守家输了

第二盘，下路辅助ad双排，玩个ap老鼠带个猫咪，9分钟被对面下路把高地塔都推了，纯对线只送头兵都不补了，然后这两人直接泉水挂机骂队友，他俩干脆也不玩了，三打五，输

这个赛季黄金就是这种情况特别多，总有两双排的，一个炸了，另一个就忍不住了，合伙挂机送头骂人，我不互动，但是他们就是铁了心求输，真的无奈，打一天，快一半的局差不多都是这样，因为队友直接挂机输的"
1228,为什么2021年了，上不去分还那么多借口呢？,30,星尘的老公,我直接在电脑旁边贴便签：不要把队友当成人
1229,为什么2021年了，上不去分还那么多借口呢？,30,想上萝莉,总结一句话，告诉大家想上分靠自己，别连跪了就乱玩，该输的时候输，放好心态迎接下一局
1230,为什么2021年了，上不去分还那么多借口呢？,30,hllz-,玩这个游戏不久 现在在白银 有时候遇到队友坑一点没事 毕竟大家都菜 ***有时候遇到的人就离谱 一点脑子没有 结束一看打个一两千局就这水平
1231,为什么2021年了，上不去分还那么多借口呢？,30,柠檬还酸呢,没兴趣了技术再好也没用当你经历了社会毒打晚上回家累得要死，你就会发现白银钻石毫无区别
1232,为什么2021年了，上不去分还那么多借口呢？,30,贴吧用户_aAEyVbb,为什么上赛季一把加22胜点，现在一把加17
1233,为什么2021年了，上不去分还那么多借口呢？,30,篝之雾枝,我打小号都是带不动真金白银 带钻石上分倒是好上 钻石个个铁分奴 看我大爹恨不得个个给我掏骑士
1234,为什么2021年了，上不去分还那么多借口呢？,30,不会飞的超人6,美服白金上钻石啥位置上分好？打野吗？感觉都是哪边下路对线赢了谁就能赢比赛。输的一方都是下路爆炸的那方...
1235,为什么2021年了，上不去分还那么多借口呢？,30,达芬鱼,看队友战绩都能看出来的，有的局你拿命C也打不赢，出去一看队友一页红对面一页绿这种.我觉得不是巧合
1236,为什么2021年了，上不去分还那么多借口呢？,30,达芬鱼,我怎么说呢，打小号一路80胜率到了铂金一，然后开始遇到我认为系统安排的必输局，导致我第一次铂金晋级赛失败了，但是我第二次打上去了，我认为必输局是存在的，但实力强不会让你卡在那个段位.
1237,为什么2021年了，上不去分还那么多借口呢？,30,小杨不见了吖,你有没有想过你上不了分有可能是代练，主播炸鱼害的 就这些家伙破坏游戏平衡腾讯也不管管。
1238,为什么2021年了，上不去分还那么多借口呢？,30,大长白,"楼主的逻辑真的太强了！
第一，原本就是高段位打低段位的，这不叫上分，这叫炸鱼，高段位打低段位还不能c那就是菜。比如，某职业选手，你菜得像大师。
第二，本地人要是能直接乱杀自己同阶段那还叫本地人吗？你怕刚玩这游戏就直接定在砖石？
第三，把上分换句话说就是自我提升的过程，你原本就是高段位再回过头打低段位有哪门子的提升？
第四，机制问题，常常会减慢上分速度（本地人当中玩的还可以的那一类人）。并不是上不了分。而是被卡你速度，需要时间和场数来堆积上去。
第五，如我下图，我刚转区，重打，有哪把队友不死的很惨的？我本人还时不时被对面军训，大概就是你们这种炸鱼的吧？也不知道你们拿着强势英雄来炸鱼然后吹嘘上分不过如此，还要点脸吗？你砖石局被王者炸鱼，王者嘲讽你菜得像黄金吗？"
1239,为什么2021年了，上不去分还那么多借口呢？,30,都瓦克因,我从来不找借口，我也不上分，我打游戏就是为了宣泄情绪，谁说排位的目的就是为了上分，我就是不想赢，
1240,为什么2021年了，上不去分还那么多借口呢？,30,year哄堂大笑丶,自己方四个队友，对面五个想想坑逼在哪边概率高就知道了。。除非
1241,为什么2021年了，上不去分还那么多借口呢？,30,我懂我的爱吗,把lol理解成王者荣耀，你还不会打吗？
1242,为什么2021年了，上不去分还那么多借口呢？,30,恶龙咆哮,玩小号单排刷连胜 经常十几连胜突然遇到睿智队友 一直送或者直接挂机根本啥都不听的 输了就不想玩这个号了
1243,为什么2021年了，上不去分还那么多借口呢？,30,买了个糖,你怕是没有遇到那种10分钟给你养个大爹出来的队友吧
1244,为什么2021年了，上不去分还那么多借口呢？,30,宏哥,霸哥？
1245,为什么2021年了，上不去分还那么多借口呢？,30,SOHO182,那你可能不知道我在钢铁800场黄金4，转到黑色100把不到黄金1快到铂金了
1246,为什么2021年了，上不去分还那么多借口呢？,30,BB永不畏惧,我都弃坑了，一帮憨比，瞎几把选英雄，打团没一点吊用，要么送那么多
1247,为什么2021年了，上不去分还那么多借口呢？,30,你也想充钱吗,你们一天打几把啊，我从12年开始玩到现在打了不超过500把
1248,为什么2021年了，上不去分还那么多借口呢？,30,小猪被骑,废挺大劲单杀对面中一次，压对面一级半，然后下路送的辅助比我中单装备还好结束俩人都是1-9
1249,为什么2021年了，上不去分还那么多借口呢？,30,585555啃老,感觉lol这个系统比王者荣耀好太多了，我全国巅峰赛300名，你不c真赢不了，胜率和kda太高队友真**，王者荣耀就是这样
